gene_id,attributes,logFC,AveExpr,t,P.Value,adj.P.Val,B
PF3D7_1143700,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,-1.185211525,5.181568309,-6.4060713,0.00376922,0.057343423,-1.118980076
PF3D7_0715400,Name=PSOP20;description=secreted ookinete protein%2C putative;ebi_biotype=protein_coding,-0.829893989,5.872150646,-6.235988569,0.003769428,0.057343423,-1.179888887
PF3D7_1406700,Name=VPS29;description=vacuolar protein sorting-associated protein 29;ebi_biotype=protein_coding,-1.404064628,6.355946528,-6.387167698,0.003808351,0.057781882,-1.199105057
PF3D7_1102700,Name=ETRAMP11.1;description=early transcribed membrane protein 11.1;ebi_biotype=protein_coding,1.441294767,4.344779602,6.34542514,0.003849622,0.058247847,-1.189746114
PF3D7_0528700,Name=CYP23;description=peptidyl-prolyl cis-trans isomerase;ebi_biotype=protein_coding,0.852430241,5.36179496,6.031713371,0.003889754,0.058247847,-1.202905326
PF3D7_1036300,Name=DBLMSP2;description=duffy binding-like merozoite surface protein 2;ebi_biotype=protein_coding,0.848635809,5.610139589,6.151898878,0.003894711,0.058247847,-1.203901596
PF3D7_1003000,description=guanylate cyclase organizer UGO%2C putative;ebi_biotype=protein_coding,-0.456194227,8.072347005,-6.238688672,0.003901907,0.058247847,-1.569499854
PF3D7_0713500,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,0.673631105,6.193861225,6.05318772,0.003919945,0.058247847,-1.300834212
PF3D7_0629700,Name=SET1;description=SET domain protein%2C putative;ebi_biotype=protein_coding,-0.84691043,6.983787883,-6.334299529,0.003920511,0.058247847,-1.347100771
PF3D7_1202800,description=DNA/RNA-binding protein%2C putative;ebi_biotype=protein_coding,2.591303699,3.237707913,6.322147744,0.00394687,0.058247847,-1.54962316
PF3D7_1112700,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,-1.294171694,4.513419218,-6.14137284,0.003949112,0.058247847,-1.217219897
PF3D7_1005000,Name=MRSapi;description=methionine--tRNA ligase%2C putative;ebi_biotype=protein_coding,1.99436534,3.820397363,6.314358142,0.003963884,0.058247847,-1.336868887
PF3D7_1014900,Name=KIC8;description=protein KIC8;ebi_biotype=protein_coding,-0.35562776,8.929554507,-6.107352554,0.003975407,0.058247847,-1.771804109
PF3D7_0929400,Name=RhopH2;description=high molecular weight rhoptry protein 2;ebi_biotype=protein_coding,1.217675935,9.444556441,6.305552615,0.003983226,0.058247847,-1.804472941
PF3D7_1017300,Name=GRASP;description=golgi re-assembly stacking protein 2;ebi_biotype=protein_coding,0.539624682,7.908530588,6.30506499,0.003984301,0.058247847,-1.548741012
PF3D7_1123000,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,-0.545940911,7.697365061,-6.302107885,0.003990825,0.058247847,-1.500766496
PF3D7_1236700,description=S-adenosyl-methyltransferase%2C putative;ebi_biotype=protein_coding,0.596463646,7.590894379,6.300690565,0.003993957,0.058247847,-1.494163573
PF3D7_0803500,description=AAA family ATPase%2C putative;ebi_biotype=protein_coding,-0.588762887,7.843324412,-6.300272197,0.003994882,0.058247847,-1.527223183
PF3D7_0606800,Name=VFT1;description=VFT protein;ebi_biotype=protein_coding,1.407090142,4.666348431,6.296740227,0.004002702,0.058247847,-1.189641737
PF3D7_1221300,description=EF hand domain-containing protein%2C putative;ebi_biotype=protein_coding,-1.185709888,5.822371361,-6.291430646,0.004014493,0.058247847,-1.206789321
PF3D7_0708600,Name=IMC1d;description=inner membrane complex protein 1d%2C putative;ebi_biotype=protein_coding,2.220592018,3.66199531,6.286809299,0.004024792,0.058247847,-1.406223558
PF3D7_0305500,description=protein dopey homolog%2C putative;ebi_biotype=protein_coding,0.895715496,6.157844889,6.283340429,0.004032543,0.058247847,-1.269282246
PF3D7_0309600,Name=PfP2;description=60S acidic ribosomal protein P2;ebi_biotype=protein_coding,-0.370160977,9.047867485,-6.197321443,0.004053347,0.058353356,-1.782055032
PF3D7_1421600,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,1.891440314,3.786706032,6.264923278,0.004074012,0.058353356,-1.358236288
PF3D7_0402300,Name=RH1;description=reticulocyte binding protein homologue 1;ebi_biotype=protein_coding,1.120092644,6.264617436,6.259827434,0.00408558,0.058353356,-1.294723514
PF3D7_1230500,description=WD repeat-containing protein%2C putative;ebi_biotype=protein_coding,-2.109466944,3.411687631,-6.222211915,0.004100996,0.058353356,-1.546692793
PF3D7_1116100,description=serine esterase%2C putative;ebi_biotype=protein_coding,-0.618028057,8.54202253,-6.252722606,0.004101777,0.058353356,-1.683226748
PF3D7_0828600,Name=FT1;description=folate transporter 1;ebi_biotype=protein_coding,0.49840939,8.60056227,6.248822844,0.004110701,0.058353356,-1.711419833
PF3D7_1414900,description=ATP-dependent protease%2C putative;ebi_biotype=protein_coding,1.474075846,3.57744438,5.937895282,0.004118284,0.058353356,-1.396021316
PF3D7_0625700,description=conserved protein%2C unknown function;ebi_biotype=protein_coding,-1.322599945,6.260930004,-6.243027862,0.004124007,0.058353356,-1.276090884
PF3D7_1359900,description=conserved protein%2C unknown function;ebi_biotype=protein_coding,0.763505699,6.751177528,6.236111007,0.004139959,0.058353356,-1.390165043
PF3D7_1310200,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,-0.372879912,9.414623613,-6.231726066,0.004150112,0.058353356,-1.849892933
PF3D7_0321300,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,-1.353248746,5.042453869,-6.229909252,0.004154328,0.058353356,-1.214003234
PF3D7_1438900,Name=Trx-Px1;description=thioredoxin peroxidase 1;ebi_biotype=protein_coding,-0.493662587,8.791538841,-6.22649367,0.004162267,0.058353356,-1.747977243
PF3D7_1149100,description=Plasmodium exported protein%2C unknown function;ebi_biotype=protein_coding,-0.643168389,7.326806312,-6.213645086,0.004192305,0.058542915,-1.489679134
PF3D7_0615400,description=ribonuclease%2C putative;ebi_biotype=protein_coding,-0.498893701,7.949914996,-6.1970664,0.004231463,0.058542915,-1.616665715
PF3D7_0812600,description=ubiquitin-conjugating enzyme E2%2C putative;ebi_biotype=protein_coding,-1.546082459,4.87854944,-6.177065345,0.004279312,0.058542915,-1.250140431
PF3D7_1102400,Name=PPCS;description=phosphopantothenate--cysteine ligase%2C putative;ebi_biotype=protein_coding,0.525710932,7.731893392,6.175198479,0.004283813,0.058542915,-1.602023615
PF3D7_0514200,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,-0.856968283,6.327308568,-6.173093198,0.004288895,0.058542915,-1.342697188
PF3D7_1102800,Name=ETRAMP11.2;description=early transcribed membrane protein 11.2;ebi_biotype=protein_coding,0.240524631,13.31973284,6.172793729,0.004289619,0.058542915,-2.539618072
PF3D7_0905300,description=dynein heavy chain%2C putative;ebi_biotype=protein_coding,2.018806623,4.613760489,6.170335022,0.004295565,0.058542915,-1.266619741
PF3D7_0505900,Name=MED11;description=mediator of RNA polymerase II transcription subunit 11%2C putative;ebi_biotype=protein_coding,-1.333891633,6.120816534,-6.163874822,0.004311238,0.058542915,-1.306950453
PF3D7_1333700,Name=CenH3;description=histone H3-like centromeric protein CSE4;ebi_biotype=protein_coding,0.329812114,9.21031452,5.972959268,0.004342226,0.058542915,-1.926712212
PF3D7_1129500,description=A/G-specific adenine glycosylase%2C putative;ebi_biotype=protein_coding,-1.034025088,5.888109137,-6.145517552,0.004356163,0.058542915,-1.301545358
PF3D7_1436700,description=conserved protein%2C unknown function;ebi_biotype=protein_coding,-1.064144036,6.166515103,-6.145063315,0.004357282,0.058542915,-1.332312972
PF3D7_1318800,Name=SEC63;description=translocation protein SEC63%2C putative;ebi_biotype=protein_coding,-0.325652545,8.749654057,-5.845664514,0.004359242,0.058542915,-1.880953834
PF3D7_1142900,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,-0.604475962,8.013414849,-6.13771554,0.004375434,0.058542915,-1.665037366
PF3D7_1228300,Name=NEK1;description=NIMA related kinase 1;ebi_biotype=protein_coding,-0.590621311,7.838156864,-6.134702528,0.004382904,0.058542915,-1.635111264
PF3D7_1417700,description=conserved protein%2C unknown function;ebi_biotype=protein_coding,-0.529740247,7.796330937,-6.126102223,0.004404315,0.058542915,-1.63470302
PF3D7_1327100,description=conserved protein%2C unknown function;ebi_biotype=protein_coding,-2.092590368,2.422160264,-5.826914535,0.004410326,0.058542915,-1.826321063
PF3D7_0921000,description=ubiquitin-conjugating enzyme E2%2C putative;ebi_biotype=protein_coding,2.588569571,3.237707913,6.121665007,0.004415412,0.058542915,-1.616146808
PF3D7_0312900,description=hypothetical protein;ebi_biotype=protein_coding,2.728282606,0.74691164,5.819548178,0.004430597,0.058542915,-2.275327725
PF3D7_0320400,Name=Cap380;description=oocyst capsule protein Cap380;ebi_biotype=protein_coding,2.728282606,0.74691164,5.819548178,0.004430597,0.058542915,-2.275327725
PF3D7_0322200,description=conserved protein%2C unknown function;ebi_biotype=protein_coding,2.728282606,0.74691164,5.819548178,0.004430597,0.058542915,-2.275327725
PF3D7_0720300,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,2.728282606,0.74691164,5.819548178,0.004430597,0.058542915,-2.275327725
PF3D7_0729600,Name=CMC1;description=COX assembly mitochondrial protein%2C putative;ebi_biotype=protein_coding,2.728282606,0.74691164,5.819548178,0.004430597,0.058542915,-2.275327725
PF3D7_1009600,Name=PPM10;description=protein phosphatase PPM10%2C putative;ebi_biotype=protein_coding,2.728282606,0.74691164,5.819548178,0.004430597,0.058542915,-2.275327725
PF3D7_1354000,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,2.728282606,0.74691164,5.819548178,0.004430597,0.058542915,-2.275327725
PF3D7_0215100,description=RING zinc finger protein%2C putative;ebi_biotype=protein_coding,-0.564830664,7.818252349,-6.113201025,0.004436677,0.058542915,-1.646559325
PF3D7_0804900,description=GTPase-activating protein%2C putative;ebi_biotype=protein_coding,0.447754999,9.147252565,6.10607056,0.004454691,0.058542915,-1.899339097
PF3D7_1148500,description=non-coding RNA;ebi_biotype=ncRNA,0.567361152,8.949310416,6.105946726,0.004455005,0.058542915,-1.867071838
PF3D7_0926500,description=tetratricopeptide repeat protein%2C putative;ebi_biotype=protein_coding,-0.440682349,7.593766993,-5.807533106,0.004463906,0.058542915,-1.690743457
PF3D7_1459000,Name=DBP5;description=ATP-dependent RNA helicase DBP5;ebi_biotype=protein_coding,-0.583810391,6.98673215,-6.01720123,0.004474796,0.058542915,-1.525305728
PF3D7_0412000,description=LITAF-like zinc finger protein%2C putative;ebi_biotype=protein_coding,-1.15191695,6.794406298,-6.094315357,0.004484588,0.058542915,-1.454853782
PF3D7_0314000,description=HSP20-like chaperone%2C putative;ebi_biotype=protein_coding,1.272913973,4.467823048,6.032910015,0.004493066,0.058542915,-1.310241622
PF3D7_0707800,description=RAP protein%2C putative;ebi_biotype=protein_coding,0.483174829,7.423976595,5.900727417,0.004520047,0.058587551,-1.65364133
PF3D7_1424400,description=60S ribosomal protein L7-3%2C putative;ebi_biotype=protein_coding,-0.387805331,8.207255582,-5.819365425,0.004530317,0.058587551,-1.81588743
PF3D7_1409200,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,1.868485318,3.892774017,6.0750225,0.004534198,0.058587551,-1.411218648
PF3D7_1416100,Name=SEY1;description=protein SEY1%2C putative;ebi_biotype=protein_coding,-0.611022426,8.040001934,-6.073762072,0.004537462,0.058587551,-1.712897305
PF3D7_0914100,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,-0.694013386,8.36658868,-6.065249789,0.004559588,0.058601106,-1.775902627
PF3D7_1204100,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,3.367859669,4.05064167,6.059844041,0.004573709,0.058601106,-1.488363655
PF3D7_0220500,description=Plasmodium exported protein (hyp2)%2C unknown function;ebi_biotype=protein_coding,0.46492444,8.26148685,6.055923129,0.004583985,0.058601106,-1.780268015
PF3D7_0705900,description=ATP synthase subunit C%2C putative;ebi_biotype=protein_coding,-0.949984537,8.548927345,-6.054378096,0.004588042,0.058601106,-1.807682608
PF3D7_0623000,Name=CS;description=chorismate synthase;ebi_biotype=protein_coding,-0.899990401,6.215698352,-6.053733095,0.004589737,0.058601106,-1.399907802
PF3D7_0917300,description=conserved protein%2C unknown function;ebi_biotype=protein_coding,-1.111554691,7.30226816,-6.041479587,0.004622088,0.058882721,-1.581948597
PF3D7_1138100,Name=URM1;description=ubiquitin-related modifier 1%2C putative;ebi_biotype=protein_coding,1.085124954,6.428057433,6.024149469,0.004668327,0.05924659,-1.467609569
PF3D7_1358500,description=zinc finger protein%2C putative;ebi_biotype=protein_coding,2.115500433,5.116931286,6.023018171,0.004671366,0.05924659,-1.324425949
PF3D7_1220900,Name=HP1;description=heterochromatin protein 1;ebi_biotype=protein_coding,-0.687357474,9.5412955,-6.014782725,0.004693559,0.059396366,-2.013987756
PF3D7_0216000,description=DEAD/DEAH box helicase%2C putative;ebi_biotype=protein_coding,2.970090926,0.868268347,5.824231709,0.004727303,0.059559855,-2.289303921
PF3D7_1226100,Name=HAD3;description=haloacid dehalogenase-like hydrolase%2C putative;ebi_biotype=protein_coding,2.970090926,0.868268347,5.824231709,0.004727303,0.059559855,-2.289303921
PF3D7_1331400,description=CPW-WPC family protein;ebi_biotype=protein_coding,1.455474244,6.034032691,5.997438088,0.004740731,0.059597758,-1.418333127
PF3D7_1351600,Name=GK;description=glycerol kinase;ebi_biotype=protein_coding,-0.554430984,8.150344094,-5.992017515,0.004755594,0.059653501,-1.790495439
PF3D7_0914700,Name=MFR4;description=major facilitator superfamily-related transporter%2C putative;ebi_biotype=protein_coding,0.917579834,4.88345816,5.692429783,0.004799115,0.059743215,-1.38883465
PF3D7_1107800,Name=ApiAP2;description=AP2 domain transcription factor%2C putative;ebi_biotype=protein_coding,0.580607614,7.763524,5.972386892,0.004809908,0.059743215,-1.743934902
PF3D7_0515300,Name=PI3K;description=phosphatidylinositol 3-kinase;ebi_biotype=protein_coding,-0.430003557,7.986393685,-5.840991199,0.004810556,0.059743215,-1.811453112
PF3D7_1478900,description=non-coding RNA;ebi_biotype=ncRNA,0.513365091,9.420880107,5.971274626,0.004813008,0.059743215,-2.035629329
PF3D7_0418700,description=RNA-binding protein NOB1%2C putative;ebi_biotype=protein_coding,0.726238164,7.82172924,5.966765139,0.004825604,0.059743215,-1.757652335
PF3D7_1116000,Name=RON4;description=rhoptry neck protein 4;ebi_biotype=protein_coding,0.811287192,7.278640968,5.963870624,0.00483371,0.059743215,-1.658318146
PF3D7_1237700,description=conserved protein%2C unknown function;ebi_biotype=protein_coding,0.247338287,11.43687486,5.963104766,0.004835858,0.059743215,-2.363870792
PF3D7_0806100,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,-2.093989629,4.087234476,-5.956222783,0.004855211,0.059853031,-1.486090097
PF3D7_0816700,Name=TRAPPC2L;description=trafficking protein particle complex subunit 2-like protein%2C putative;ebi_biotype=protein_coding,-2.587066969,1.080267573,-5.664983382,0.00488356,0.059944125,-2.232772003
PF3D7_1457800,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,-2.587066969,1.080267573,-5.664983382,0.00488356,0.059944125,-2.232772003
PF3D7_0519600,description=zinc finger protein%2C putative;ebi_biotype=protein_coding,-0.65581229,6.638898247,-5.908891713,0.004927963,0.060359632,-1.558112627
PF3D7_0308200,Name=CCT7;description=T-complex protein 1 subunit eta;ebi_biotype=protein_coding,1.028363793,4.971879845,5.844923177,0.004952571,0.060531423,-1.392265369
PF3D7_0822800,Name=SNRNP40;description=U5 small nuclear ribonucleoprotein 40 kDa protein%2C putative;ebi_biotype=protein_coding,1.414206824,4.243198682,5.915440906,0.004971891,0.06063799,-1.416787777
PF3D7_1445500,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,0.394594034,7.936411031,5.647287799,0.005003296,0.060854121,-1.894011305
PF3D7_1437200,description=ribonucleoside-diphosphate reductase large subunit%2C putative;ebi_biotype=protein_coding,-0.534986057,7.840900792,-5.902074688,0.00501089,0.060854121,-1.79488846
PF3D7_0618100,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,1.463043405,4.882348393,5.891732519,0.005041327,0.060863948,-1.397033668
PF3D7_0216400,Name=VPS45;description=vacuolar protein sorting-associated protein 45;ebi_biotype=protein_coding,-1.672365431,5.835462738,-5.888205137,0.005051761,0.060863948,-1.43506344
PF3D7_1450000,description=serine/threonine protein kinase%2C putative;ebi_biotype=protein_coding,0.76874493,6.933150867,5.886046356,0.005058159,0.060863948,-1.649397106
PF3D7_1036000,Name=MSP11;description=merozoite surface protein 11;ebi_biotype=protein_coding,0.436047394,9.741950053,5.882346566,0.005069149,0.060863948,-2.148173359
PF3D7_0705000,description=mRNA cap guanine-N7 methyltransferase%2C putative;ebi_biotype=protein_coding,-0.624388003,6.637257988,-5.808966638,0.005071627,0.060863948,-1.603268187
PF3D7_0609200,description=citrate synthase-like protein%2C putative;ebi_biotype=protein_coding,-0.573541219,6.414907896,-5.604233029,0.005077048,0.060863948,-1.615883966
PF3D7_0832100,Name=RIF;description=rifin%2C pseudogene;ebi_biotype=pseudogene,1.322103621,4.673194721,5.876631502,0.005086183,0.060863948,-1.407649068
PF3D7_0920800,Name=IMPDH;description=inosine-5'-monophosphate dehydrogenase;ebi_biotype=protein_coding,0.813893267,6.808786978,5.866732961,0.005115855,0.060926923,-1.639967872
PF3D7_0527300,Name=METAP1a;description=methionine aminopeptidase 1a%2C putative;ebi_biotype=protein_coding,-0.712164739,6.556291635,-5.866481553,0.005116612,0.060926923,-1.579277558
PF3D7_1215000,Name=Trx-Px2;description=thioredoxin peroxidase 2;ebi_biotype=protein_coding,-0.942575524,6.724880746,-5.86422726,0.0051234,0.060926923,-1.601987009
PF3D7_0402900,description=probable protein%2C unknown function;ebi_biotype=protein_coding,-1.214706374,5.83491384,-5.855708643,0.005149156,0.060970494,-1.46813247
PF3D7_1402900,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,1.922155675,5.664522403,5.852589708,0.005158626,0.060970494,-1.455970122
PF3D7_1026600,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,-0.67019193,9.508141451,-5.852452806,0.005159042,0.060970494,-2.123331031
PF3D7_1027800,Name=RPL3;description=60S ribosomal protein L3;ebi_biotype=protein_coding,-0.413459572,8.642120501,-5.834100929,0.00521521,0.061426292,-1.993962862
PF3D7_0606900,Name=GLP2;description=glutaredoxin-like protein;ebi_biotype=protein_coding,-0.796550707,6.11199099,-5.832843205,0.005219087,0.061426292,-1.528744064
PF3D7_1454100,description=tRNA intron endonuclease%2C putative;ebi_biotype=protein_coding,-1.524185637,6.068897545,-5.821808178,0.005253259,0.061674419,-1.506533072
PF3D7_0307500,Name=SKA2;description=spindle and kinetochore-associated protein 2%2C putative;ebi_biotype=protein_coding,-1.47242966,5.846810241,-5.816696278,0.005269183,0.061674419,-1.48609096
PF3D7_0504500,description=MOLO1 domain-containing protein%2C putative;ebi_biotype=protein_coding,-0.835768133,6.091744972,-5.815628689,0.005272516,0.061674419,-1.535766781
PF3D7_0710800,Name=USE1;description=protein transport protein USE1%2C putative;ebi_biotype=protein_coding,-2.168947967,2.462276432,-5.633760906,0.00529666,0.061785407,-1.925347401
PF3D7_0323000,Name=TMA7;description=translation machinery-associated protein 7%2C putative;ebi_biotype=protein_coding,-0.328395754,8.593088727,-5.533368898,0.005314773,0.061785407,-2.088105377
PF3D7_0302800,description=RNA-binding protein%2C putative;ebi_biotype=protein_coding,0.444497524,7.231700703,5.531248919,0.005322093,0.061785407,-1.836115647
PF3D7_1444900,description=conserved protein%2C unknown function;ebi_biotype=protein_coding,-1.377594533,4.842504321,-5.798861719,0.005325211,0.061785407,-1.450707003
PF3D7_0801900,Name=LSD2;description=lysine-specific histone demethylase%2C putative;ebi_biotype=protein_coding,-0.892082461,4.934840148,-5.519773389,0.00536193,0.062085502,-1.495095676
PF3D7_1329100,Name=MyoF;description=myosin F%2C putative;ebi_biotype=protein_coding,-0.628032286,8.242365907,-5.778674483,0.005389526,0.062278966,-1.954262742
PF3D7_0920200,description=CS domain protein%2C putative;ebi_biotype=protein_coding,-0.723168415,5.981501045,-5.638335142,0.005406792,0.06235252,-1.580084316
PF3D7_0217200,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,3.939124009,2.134944417,5.764693926,0.005434633,0.06254749,-2.09884636
PF3D7_1366000,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,-1.133896382,5.716939507,-5.74247949,0.005507276,0.06325626,-1.528481563
PF3D7_0708800,Name=HSP110c;description=heat shock protein 110;ebi_biotype=protein_coding,-0.835702567,6.92330072,-5.733486823,0.005537025,0.06342055,-1.730562596
PF3D7_0705800,Name=CRISP;description=cysteine-rich secretory protein;ebi_biotype=protein_coding,1.22697054,4.688827667,5.730549645,0.005546785,0.06342055,-1.488261603
PF3D7_1035100,description=probable protein%2C unknown function;ebi_biotype=protein_coding,0.37560008,9.00218527,5.728129784,0.005554842,0.06342055,-2.142056089
PF3D7_1322600,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,1.450500539,4.261236128,5.719161288,0.00558483,0.063635909,-1.515874899
PF3D7_1302100,Name=G27/25;description=gamete antigen 27/25;ebi_biotype=protein_coding,-0.641143202,8.842640821,-5.700915209,0.005646462,0.064210264,-2.119358739
PF3D7_1035900,Name=MAAP;description=merozoites-associated armadillo repeats protein;ebi_biotype=protein_coding,0.758708348,10.42285628,5.691837443,0.00567744,0.064434437,-2.393716533
PF3D7_0619700,description=F-box protein FBXO1%2C putative;ebi_biotype=protein_coding,1.293555392,3.728021988,5.427645686,0.005695356,0.064509777,-1.610052468
PF3D7_1142300,description=conserved Plasmodium membrane protein%2C unknown function;ebi_biotype=protein_coding,0.683720005,6.478476833,5.677912787,0.005725369,0.064622374,-1.711602971
PF3D7_0919100,description=DnaJ protein%2C putative;ebi_biotype=protein_coding,-0.811728119,6.986960281,-5.675782606,0.005732745,0.064622374,-1.783381118
PF3D7_0728400,description=SDH5 domain-containing protein%2C putative;ebi_biotype=protein_coding,-0.987578841,5.839099582,-5.673924342,0.00573919,0.064622374,-1.589892807
PF3D7_1328400,description=conserved protein%2C unknown function;ebi_biotype=protein_coding,-1.921500051,5.36139131,-5.665615507,0.005768115,0.064803099,-1.531667402
PF3D7_0915400,Name=PFK9;description=ATP-dependent 6-phosphofructokinase;ebi_biotype=protein_coding,-0.392881376,7.799880493,-5.412392875,0.005777899,0.064803099,-2.031152637
PF3D7_0509000,Name=alphaSNAP;description=alpha-soluble NSF attachment protein%2C putative;ebi_biotype=protein_coding,1.376575226,4.678803222,5.65624517,0.005800953,0.064934349,-1.53078824
PF3D7_1460400,Name=UCHL3;description=ubiquitin carboxyl-terminal hydrolase isozyme L3;ebi_biotype=protein_coding,-1.306000863,5.755954305,-5.652954122,0.005812542,0.064936988,-1.585275219
PF3D7_0410800,Name=AKIT3;description=apicomplexan kinetochore protein 3%2C putative;ebi_biotype=protein_coding,-0.854828527,7.036460194,-5.647566235,0.005831576,0.065022635,-1.810690946
PF3D7_0628500,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,1.367658735,4.06012973,5.603112693,0.005854386,0.065149978,-1.577253199
PF3D7_0518200,Name=MDM2;description=SWIB/MDM2 domain-containing protein;ebi_biotype=protein_coding,-0.582270701,9.672809587,-5.604790929,0.005985468,0.066479368,-2.331883009
PF3D7_0713900,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,0.419837661,8.660155313,5.588555523,0.006045195,0.067012624,-2.184684886
PF3D7_0716000,description=RNA-binding protein%2C putative;ebi_biotype=protein_coding,1.743570583,2.821713645,5.327532599,0.006086956,0.067237752,-1.874571137
PF3D7_0303100,description=CLP1 P-loop domain-containing protein%2C putative;ebi_biotype=protein_coding,-0.525322897,7.54023464,-5.57677058,0.006089013,0.067237752,-1.967201008
PF3D7_1445900,Name=DDX17;description=ATP-dependent RNA helicase DDX17;ebi_biotype=protein_coding,-0.497796964,7.002656208,-5.403887643,0.006137514,0.06749413,-1.918745375
PF3D7_1454000,description=RNA-binding protein%2C putative;ebi_biotype=protein_coding,-2.73869085,1.152644228,-5.460191664,0.006142475,0.06749413,-2.328207803
PF3D7_0410100,description=tRNA Serine;ebi_biotype=tRNA,-1.834351617,4.814174494,-5.559086618,0.006155507,0.06749413,-1.588963783
PF3D7_1216900,description=DNA-binding chaperone%2C putative;ebi_biotype=protein_coding,-0.494963765,6.777373681,-5.309868845,0.006159429,0.06749413,-1.904153933
PF3D7_1209900,Name=ABCB7;description=ABC transporter B family member 7%2C putative;ebi_biotype=protein_coding,0.817757735,6.742170112,5.549975918,0.006190116,0.067561563,-1.84604169
PF3D7_1409000,description=WD repeat-containing protein%2C putative;ebi_biotype=protein_coding,-1.7907073,4.124166099,-5.54822522,0.006196794,0.067561563,-1.652562097
PF3D7_1025400,description=conserved Plasmodium membrane protein%2C unknown function;ebi_biotype=protein_coding,-0.301243184,9.042470397,-5.358666661,0.006201018,0.067561563,-2.333769379
PF3D7_1031100,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,1.411803177,5.236291512,5.537073481,0.006239543,0.067691002,-1.623309776
PF3D7_0811500,Name=CARM1;description=histone-arginine methyltransferase CARM1%2C putative;ebi_biotype=protein_coding,0.835076523,8.438191697,5.534756461,0.006248471,0.067691002,-2.180717721
PF3D7_1306200,description=conserved protein%2C unknown function;ebi_biotype=protein_coding,0.514590378,7.699178573,5.534034847,0.006251255,0.067691002,-2.041380215
PF3D7_1321500,Name=PDEbeta;description=3'%2C5'-cyclic nucleotide phosphodiesterase beta;ebi_biotype=protein_coding,0.996458852,6.385633165,5.530091738,0.006266493,0.067691002,-1.792412148
PF3D7_0401800,Name=PfD80;description=Plasmodium exported protein (PHISTb)%2C unknown function;ebi_biotype=protein_coding,0.46711396,8.457705597,5.528651989,0.006272068,0.067691002,-2.191653221
PF3D7_0323100,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,-1.067515684,5.168917858,-5.520382118,0.006304213,0.06790979,-1.622799702
PF3D7_1417300,Name=ATG4;description=cysteine protease ATG4%2C putative;ebi_biotype=protein_coding,-0.919917822,7.797282273,-5.516850611,0.006318002,0.067930399,-2.047967233
PF3D7_1204900,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,-0.75625233,9.144810356,-5.500189728,0.006383563,0.068506528,-2.317447892
PF3D7_0304100,Name=IMC1e;description=inner membrane complex protein 1e%2C putative;ebi_biotype=protein_coding,0.516196939,8.24888719,5.494864094,0.006404697,0.068604619,-2.176741563
PF3D7_0817600,description=conserved protein%2C unknown function;ebi_biotype=protein_coding,0.749595701,7.01503729,5.489577019,0.006425764,0.068701627,-1.940701675
PF3D7_1441200,description=60S ribosomal protein L1%2C putative;ebi_biotype=protein_coding,-0.690354857,7.617049305,-5.4835757,0.006449781,0.068708926,-2.045046934
PF3D7_0622600,Name=QCR9;description=cytochrome b-c1 complex subunit 9%2C putative;ebi_biotype=protein_coding,-0.444460669,8.397977843,-5.483403816,0.006450471,0.068708926,-2.202876205
PF3D7_0424200,Name=RH4;description=reticulocyte binding protein homologue 4;ebi_biotype=protein_coding,0.345598236,9.275228411,5.477278382,0.006475103,0.068753648,-2.371838361
PF3D7_1232600,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,-1.084476866,7.505821374,-5.476384033,0.006478709,0.068753648,-2.01500245
